;0;1;2;3;4;5;6;7;8;9;10;11;type
998;9073.83454762;-13481.3055399;-5700.78870507;1989.4717216;524.160471491;878.050358281;2007.58154899;4504.0369388;7476.30149121;-2772.46288864;-7304.70470672;3730.12870357;0.0
813;12225.9800357;8628.25918745;-16333.4471027;-5644.1469741;-4017.6047648;-1873.38773742;3426.89897877;3397.02930821;-1598.22343015;1319.61196246;5182.30169043;-2539.17975558;1.0
1802;511.006545694;-2144.01282765;-9799.06589318;3548.26686323;928.405626795;5499.98132928;-3795.70399813;312.763531128;8374.36868423;1574.40977556;-2563.36623727;1093.22964814;0.0
761;-11164.2681345;13195.9523858;-5399.74896064;-9717.83007468;-6566.13644396;-3490.28726846;4394.83200174;1095.09267834;1221.89883541;3697.38722354;-1190.4673963;-472.226570571;1.0
934;-16381.7179817;-654.357196329;-7466.93534103;4529.64539211;-355.347519629;4995.04242846;-3358.44149966;1373.69910106;-2962.50460287;1859.35324754;-3887.28696283;3448.80143992;1.0
2021;21463.8094946;-2880.18532999;-741.529129077;5414.51968526;2023.73685182;6601.91195965;2846.68898612;398.715068595;630.348616623;257.23779068;137.229087081;-1209.73235564;0.0
1540;-13636.4678302;3247.75020709;6546.74560538;-5898.28050494;-2687.09871602;-856.751025033;4512.41770214;3832.59125401;-2513.31368199;169.557705042;1345.1371379;1627.08723043;0.0
909;8194.17756394;7191.70511289;2466.66871808;-10610.6215733;-6722.7350588;6813.20668004;3298.62500706;95.2077317255;104.267255579;-1821.57524768;860.269325307;-1476.6365527;1.0
959;5124.61294236;-2863.5875761;390.407668054;5728.69282602;3676.92568589;13276.7091039;-7275.87498905;-5917.48753053;757.008341448;-17.5813283661;2706.94399699;-932.456934185;1.0
992;44112.4802248;-13066.8880136;5607.21537048;2065.84455194;274.602731987;-7355.97492835;2114.05431864;430.960218626;-1648.00499994;1245.14133344;1034.23060239;-703.721908504;0.0
825;64773.0761963;14381.3780853;-2844.82207543;-18496.5012176;-10780.01134;-4453.60462569;-4887.69771928;-6011.9894932;-517.800906333;2094.67941871;-5828.95333106;7142.12351369;1.0
1734;6598.69687924;-3649.73281681;-2569.12350321;5398.02851061;1322.284477;-209.463141602;-2679.81701297;-3234.03482336;-534.087482273;65.8761609871;2649.76636791;-3723.13128098;0.0
1928;-20068.2311933;1418.32540052;6281.80174267;-5466.7432467;-7454.59626185;683.996381154;5377.33770141;3058.55550515;-6.02265217241;-1304.66721178;-3997.528347;-3548.48062862;0.0
1558;-34431.3368659;4799.19031326;21134.1291801;-3433.56926558;-7744.30833821;-1128.14561539;333.175226336;-1564.67709323;-871.790852582;2028.15290268;1547.67938697;-2900.10470582;0.0
886;-21025.6508617;15752.1646292;-9036.65848309;-516.842103577;-2473.15531633;6236.61877972;-11012.7085491;-8051.49823826;6136.1268228;989.481967341;-4880.12619021;7688.14540191;1.0
1105;9107.01138744;-7647.53816467;12411.7903646;846.364742162;-1587.67921497;-1139.18157138;3442.60263915;1210.52024929;-3298.82349822;4769.87700471;725.519238745;594.108227676;0.0
826;87478.7178372;17914.5732111;-10333.5136854;-29547.0779708;-12756.5052945;-17356.2477308;14399.2591654;-544.781163432;-4506.39226997;3542.06050296;2281.42334998;279.724024371;1.0
1973;-1273.64334536;-33816.2510679;4030.10838221;6773.94172249;4112.64116112;8408.94948193;3391.44587359;3818.07451429;-1170.54353373;-8.29613946554;11572.9431882;4079.38007953;0.0
995;14410.9478003;-630.014951702;34915.8164226;-12635.9819775;-6299.47948211;-723.254041778;2083.0515716;50.3350376772;-1810.23396962;-4750.84207036;4276.6069405;-3160.88488141;0.0
1930;-33515.1563675;2853.81236997;21650.5405217;-8068.802139;-6654.77887366;-1024.46763626;3867.09295445;-1946.16382456;3233.22406505;-749.233913965;-281.795968663;1838.13277212;0.0
1765;16065.2545449;14484.5167651;-21270.0813738;-4615.0771858;-2495.57381566;-2872.00928421;7466.14920847;2194.39485598;9574.20758416;4583.2861577;4210.17913516;589.162256971;0.0
1114;24215.9595209;-22215.2042394;-761.640957803;9308.91040213;4384.15869716;-2448.58183961;-26.6378972056;2906.54762945;-3357.98526064;-1604.59142971;4285.65149719;1235.44026905;0.0
1931;2272.29679709;-10031.2288695;13076.8165036;950.940580406;505.956533147;4258.75509272;-2107.67474065;2036.62881481;-489.476048974;1070.75653081;-2494.35173174;2347.11922785;0.0
772;4977.01691514;-5274.60930899;-11377.443669;4576.8776964;2437.71296724;6453.93788366;-4573.57945629;-563.501228093;3161.70364567;-4679.50603813;3588.70599497;-3058.88250379;1.0
2027;-10995.886086;-13918.8366285;-6442.49299754;12042.1091582;5235.15420181;-786.158056268;690.836062056;2695.07758335;476.803849922;-5203.27349615;-5206.9527713;98.2931525031;0.0
725;-14292.5300202;-15480.1270751;-5093.24889877;8753.36238266;2673.34234583;4411.41271609;1901.38301715;3843.41972041;-3336.3665848;-7947.65502474;-5251.84377319;-2003.00860212;0.0
815;4795.59076599;-2590.19069747;-5459.11194085;4646.28328695;624.945418119;-5367.75817056;-10006.9422338;-3084.37610277;363.825149271;594.176959414;-757.77706009;-236.81219864;1.0
993;85839.755358;-8668.36689476;9966.62424898;-8979.06722789;-3003.9409929;-515.183941274;-5098.38257049;2401.611396;-338.180627115;-2383.1797905;6337.82579041;5269.87949258;0.0
1545;2413.27301184;-7230.58643745;16338.1984643;-12424.3352917;11320.3199896;2587.55957587;947.411681151;1406.93132272;-1986.21158462;2101.90166365;-72.494009437;-896.054019304;0.0
901;-9395.64971433;-3800.25742004;-10740.5759875;8553.58680144;2777.96406534;-752.688341045;-724.310301125;218.413001943;-674.788370879;-2336.08739139;-748.89662987;2139.66997122;1.0
32;31727.7986051;36425.5109445;42231.2033081;-15711.906857;-11880.434883;-11825.1790951;-32359.7736988;-9038.1624115;-5348.33877656;-9996.92503395;-8063.89911876;-1996.21041714;0.0
1659;37196.2152436;-24184.3581123;11019.0934906;5534.00900193;2605.08781006;-2714.532528;-182.475386878;-3555.13478409;-4329.41227775;4379.74280187;3775.12295925;-1774.69866642;0.0
785;1045.12433294;11577.65669;-10018.1845548;936.854533193;-347.890856039;1402.18082098;-14252.8327503;-9469.42567351;6630.67964328;4107.91813211;962.331837117;5450.31232576;1.0
796;-2556.17480217;-6772.90094884;-11228.3318059;-6232.6264963;21036.6518411;-7345.89526444;-4143.34182771;1324.70409455;4813.15690909;-1874.8020954;3512.59423612;7324.91050982;1.0
970;-44347.0881463;7000.71314623;19089.403918;-14726.4972314;3886.15431291;-2117.19556253;1074.26361882;-3164.9433424;5475.80323167;-669.485973402;5265.15036161;765.854398225;1.0
973;-22510.2021622;-3256.80289305;-13519.0652291;595.007578943;1411.67745362;-2493.61848369;2740.14218189;3406.86411833;-3151.18188985;-4771.1888308;2354.4577235;-812.685673455;1.0
767;-27184.0126783;11815.8310158;-1603.25695368;-153.783290247;-3850.45644082;-8014.70432792;-4710.28718973;-8213.5763178;4570.79912135;-1902.23912754;4159.33796969;-291.513091681;1.0
872;34607.6744942;2536.84011254;-9394.17999413;-4950.50486112;-2650.9078824;-11541.1953258;-4004.56060775;-2684.2874429;-488.331934656;879.433979548;1943.00513792;474.842239035;1.0
1115;14690.8365031;-22826.0844847;7363.52209419;10300.3657644;3122.54722808;-5528.27912694;-3537.64261628;-1154.17308369;-6979.80553124;3484.70592179;-4501.93001316;1986.90093602;0.0
1978;-3910.14781867;-4862.22799072;-12451.7536063;5552.89884997;2185.97825242;3271.58964109;-1838.8176011;1761.81085219;6875.61740583;1536.0848088;3041.18205648;245.784138096;0.0
1703;50636.9057313;7275.79964085;-8990.54045291;-14608.2087444;-3994.42691151;-20732.6391774;-967.336351709;-4192.45550468;-301.264938789;-948.908823595;2357.61409358;-5546.63609608;0.0
793;-19532.1831062;444.26004852;-10667.2247677;4015.41352227;7592.94733168;-9262.64406002;-3035.48371259;-180.761475117;-12301.1292279;-5310.2394463;7530.66425465;709.203644459;1.0
808;1296.32004722;15081.0925187;-6442.16247783;-263.175936415;-1127.89201997;11295.3070726;-11893.2929112;-7690.11702044;-3811.8061136;1231.28434307;3489.58331753;-3934.71536648;1.0
1747;7589.91714535;7643.26013214;-8473.49550762;-501.962447828;-1058.31882116;3820.66332236;2335.65390456;3652.32097857;2649.25984166;2561.0603211;-2865.89682033;1187.6267903;0.0
1724;-36019.362357;1351.48556567;15163.088607;-1939.29202294;-6277.14187344;1142.23846642;6655.74637226;1219.21144165;4460.3128433;-1572.19229757;-887.012108171;-2688.55334142;0.0
1559;-8242.27080298;59.6056851005;11418.5390934;-2386.46830321;-223.166521377;-3538.3910155;-336.832189647;-609.876271097;-2552.73792502;1726.29408749;1654.4921527;-2164.99102413;0.0
20;-24343.9707116;-7561.01936272;24839.2662626;-5464.01008909;-6928.39130838;-2955.31680015;2566.22416261;192.437617332;-3053.76795417;-3289.09894626;2914.3032392;-1401.96222245;0.0
768;-55943.0318464;5917.15803;23233.9386121;-10077.1655755;-8491.51383693;-654.463505327;2671.02160453;-1295.40629419;-1242.74895969;954.272291517;3664.03141698;3555.09056242;1.0
1936;11091.5097288;-16856.7596955;-825.625309825;3619.58199244;1032.19832253;3265.81766958;2812.97813687;6378.97768852;2950.55912078;2046.89728435;2122.39841999;3351.22955362;0.0
1731;-3226.84512105;-12487.6828036;14217.7923461;-2118.31480745;1463.36794085;4473.44606332;3528.74625656;-5393.44473769;-114.391038261;3856.01895236;-1076.92613491;-4483.06372433;0.0
1108;13911.7015758;-19161.9602176;7438.2570749;-1445.6959906;-2736.16646893;-3157.56301459;5865.97272781;7683.62490987;-3996.65478687;6931.09761696;-3463.63006865;4831.25662486;0.0
1735;-36762.2195773;4331.45164638;8272.7566385;-4456.31934383;-6889.05698861;-5056.38461089;3367.84728245;-623.819373283;234.031866718;-2363.66267269;2127.37239064;-270.982862138;0.0
22;9244.46152632;-10250.9513464;-11676.7111529;1391.22437327;-909.443216203;-7134.63554773;1449.70848563;3655.36569763;-2767.26723856;-4883.53162408;-6763.88698933;-1225.10774701;0.0
1690;-13549.3894456;3344.9458022;-5714.43202977;2827.76673486;-2181.42681775;-19141.2178598;-1442.32632362;3472.95123259;-9816.29246822;-2263.89176275;-4141.1085587;3622.20915172;0.0
1004;17620.1627462;-6062.95659691;10884.0712892;-7542.30378835;-4250.73797964;-4671.79814926;5056.12305781;-2074.51273369;6258.47427233;1169.73457685;1156.57679651;-1718.5802451;0.0
963;1611.09839259;-2038.3102003;-10306.5604611;511.293327638;-1083.78840858;5726.78343959;1861.24207436;1239.14345692;-2751.53977664;4241.09263395;2024.05035635;-3756.21939199;1.0
956;-26523.8542837;12295.7915731;-8827.52128839;-6080.33561617;-6533.44245313;-6260.28603755;4094.75630391;1497.73868536;2787.41702678;-1334.5514158;1842.08412476;931.358079394;1.0
712;-24906.3689824;-2777.86860897;7218.27173739;3558.06166131;-767.780470048;-6021.02505643;-1666.00012272;-3898.02767668;2325.41977838;-1960.28741962;1412.46253479;721.071993565;0.0
1512;-2813.36401956;-15437.3794151;21187.3635419;5478.78316008;-126.992473677;-532.163830199;-4704.71064073;-3231.70499498;-4815.26307915;2035.36873969;-6735.85477517;796.087604384;0.0
990;33547.9644671;-165.943651866;-998.933692099;6139.97573502;2899.83819641;-15195.9240549;-10687.0859366;-11760.0242614;8111.87501991;5112.13715708;703.585067964;-1739.53685197;0.0
756;-4388.78065151;5094.43824;-3178.43591063;7425.89833274;3136.46281009;12618.1941596;-16488.1476693;-8809.00097371;1815.20928636;984.965790141;461.218382913;2575.47634302;1.0
1749;3457.83599166;-20454.1672448;2961.80578588;10845.7318026;4324.29924485;5714.48712551;8223.23982519;5268.4594971;-667.369934003;4047.04073031;-1460.4317408;1577.98180269;0.0
700;1602.91158307;-841.549628995;-9097.79458027;3207.93630185;205.212183628;541.617219341;2532.24097266;486.643105972;1763.00049693;2690.79369705;-1385.01576954;964.867272713;0.0
1514;-4866.64984877;-6101.04869523;-10982.5081532;6200.58398146;1425.85034221;-5006.85703895;-3640.53020568;-35.9691122572;-4308.14041507;-3401.68141915;-3984.55132039;64.0125103607;0.0
885;-4038.80658152;13857.8984028;-5340.67963721;-1005.23289984;-919.491074386;23806.0031087;-8798.1957122;-3948.56761174;-8170.75594132;-7125.46661137;6941.1006655;4432.24449088;1.0
1524;-6203.36292205;1207.25149044;-12934.9357534;2062.37666941;-929.281241667;-660.265331403;5346.03686676;6064.03210552;-6246.23713877;797.862166155;452.554107639;-1755.2841232;0.0
2022;16781.111288;-18015.568092;-2956.53632558;10080.4617207;5140.39702978;-5142.5248016;2075.5384645;-4971.83063015;4192.85489374;2847.80582327;5654.81340781;941.323152786;0.0
811;-12372.0220981;13255.7718825;-15069.1784715;1019.70715882;-280.695408709;9687.43567373;-12041.2926545;-7871.79009885;-1210.96599682;-5256.12333692;3179.69266556;2169.35122487;1.0
810;-11536.7917368;3519.49644773;1149.7721613;775.24707972;-2264.64057395;659.002872236;-1010.65101664;-3449.83244086;10481.1935069;-931.895708291;-1696.61046363;2945.45012716;1.0
958;3641.50584365;-3236.47279837;-5917.88320672;3651.38867069;1528.68003696;6207.31323378;3594.07831204;1919.70994157;79.8212576575;-354.584724004;-2381.78112178;-1314.5717674;1.0
807;-3704.77134918;866.548321479;-4054.87166999;3056.50063264;560.085293029;6705.66459934;-1904.63218721;-426.3192518;-342.756068896;-267.588583192;2731.21310347;-3572.8475287;1.0
770;2907.33491273;14076.9840928;-3418.60813619;4504.35515601;-282.736271851;-1686.03036461;-2802.09220692;-6196.3935959;-6317.13705613;5866.03147705;-117.727312482;-4419.20330701;1.0
822;13490.3401959;8493.57568703;-70.4216750678;-1557.78351702;-1619.62578789;16384.966881;1265.89533179;714.659637064;-1242.22452168;-941.788002456;-2095.779346;1659.94356592;1.0
1723;-31257.8485285;1104.05412795;22765.9789404;-7077.02389361;-7648.73798813;133.408376498;2219.35829369;-2990.34353912;3022.94857143;2463.27122223;835.459089597;-2580.10283879;0.0
910;-7113.77981232;2352.52540759;-10562.8367128;1415.84483929;3550.13724169;14716.5892998;-7949.45307192;-1284.33149217;3499.91741291;-2756.34173141;-3369.36198786;3125.5247192;1.0
1663;-54425.9321604;-549.924514652;19998.4654967;-3229.31557866;-8017.75843596;-5379.57312304;5112.35170686;1172.18666857;-3792.16599252;4758.63013595;1041.91586738;4720.17900283;0.0
1534;9246.0783945;-12449.2372202;14738.3660552;76.3045738461;-1410.76616502;3224.39305725;2832.8057655;2125.02215922;-2284.08639977;5277.90676644;2267.40196356;-160.05140552;0.0
699;14003.5736471;139.025118136;-23115.3372962;-6816.95227626;-3689.77346366;-3850.68052696;11448.4342192;6821.97588082;9604.27117196;374.491058322;-5770.23738485;-4552.52860524;0.0
1987;26190.8144474;-20463.6491856;971.6709949;5100.35883692;2936.90801031;13420.084535;8030.04648107;2222.81311528;-1661.99770882;-5323.78516109;1671.55357663;-2219.87097965;0.0
790;-22651.7509931;2432.02188379;-11351.6406152;10065.2711075;5218.09035034;-2600.2380662;-1653.37930285;-873.961051285;7554.10747971;1092.07490337;2674.5678718;3746.34280764;1.0
788;6577.18924858;3421.6564093;-9785.24112834;4769.68184017;1295.57396836;-441.679722815;-8292.18195897;-6358.96651539;655.052645062;-1042.00454464;1962.33305381;1113.65070615;1.0
2024;-7214.71641027;11992.3795965;-3772.40638776;5130.88258583;29.842337593;9728.26714393;29.6606992845;-2420.45660352;-1913.09298284;5142.68808835;-2387.18895716;-1879.51218176;0.0
835;22218.2795516;2405.09352182;6017.71375094;6670.71693729;1692.34220417;-4231.01570718;-10512.588343;-7806.31828713;1489.24501731;6139.98653075;2885.86848911;-251.036542722;1.0
1522;4873.01523023;-13474.9627053;1544.14326229;10583.472386;2597.48268829;-11294.1313531;-4733.03580242;-3034.41396339;-6258.85891652;1051.74317102;-4228.55933409;748.240437523;0.0
962;-3540.7466485;79.5342396606;-8948.48311532;2342.30293848;327.020787421;15932.3940727;-1973.23154878;64.2706979582;637.187203816;-2778.06933632;-4739.72528462;-2119.17323119;1.0
707;30599.7562158;-5983.04144431;-610.264675884;-6950.56008861;-4697.52122442;6145.5841653;15597.9238805;12943.8864278;-5253.99520795;5139.17903469;2851.18221227;-737.832451294;0.0
1687;-7697.26207809;-12462.7035069;2579.05104352;2330.65211406;750.103989184;-6594.5581606;214.605318605;4234.10096537;-7054.7012581;-1718.77457622;-1737.14725402;2667.41226999;0.0
1730;-40384.3504448;-3198.52495768;33079.3798076;-8227.15086593;-9551.56358704;227.868601991;4211.99956611;394.404103643;595.607462554;-327.228671141;1397.1776891;344.530727647;0.0
881;10482.0396965;17222.6402386;-15598.2748127;-8884.21932009;-6718.58381083;-6919.02400212;-2279.04253155;-1633.02554047;-3801.63581363;4604.70124468;-2752.06089754;1178.42280916;1.0
1728;9213.57654598;-8554.95776198;7156.54008616;5213.05010201;1041.12699769;-1202.3592582;-2421.69842381;-4867.39111328;24.3713062857;1184.63755984;3686.6106252;-2300.30165662;0.0
728;16849.1342328;-6070.80909125;-14081.6072237;887.365514453;323.81918038;-838.595864477;3249.77374318;-496.785462493;6456.89067404;-1154.20159621;3287.53265866;-3538.5550796;0.0
766;3587.45416939;19211.7517627;-12971.0988553;3663.97977851;246.707692609;-7641.25336613;-11985.3424994;-17174.4637928;6817.50114583;949.879045097;5494.16086083;-4965.82057221;1.0
1561;-3449.63999292;-17252.6943262;-12015.1991395;5781.53961918;1247.08665671;-6103.11034375;4083.71818278;5845.46330649;-7461.87706707;-2376.3606303;1408.734356;1879.95710098;0.0
718;-25995.7228835;-9501.36314452;5463.75673138;1038.2772216;2599.33031453;2513.63899363;692.828381711;920.023137201;-732.577716714;-7135.29818086;-1386.87451431;-1862.05291128;0.0
1513;-1388.56277432;-11030.5517535;1173.32931345;3947.02354133;-1002.27589338;-7599.84939734;2711.04852897;2075.61944663;-3139.88875788;-412.942372857;-5081.92106168;2010.87008636;0.0
889;-24914.8158687;4406.18332077;-11741.7282856;6230.34109827;852.772546004;6422.99889798;-2400.23971759;823.423833049;-684.411311607;3782.52169871;-846.5473901;1239.89190251;1.0
1528;41718.5326871;-9887.05568525;6033.99610028;-11553.5911021;-8104.76720382;-9032.77347856;1978.7187065;182.314627391;-2382.80264148;4485.74137867;1115.14052523;103.780004318;0.0
923;915.12111116;-20749.8771773;-4696.69550478;6697.94337439;2221.73068281;5689.1889802;3083.06927582;5525.24566596;-1758.73877142;-1799.19831937;-4025.01340883;1460.09046646;1.0
928;-33442.7616603;12941.6055875;4562.79872693;-11361.4876102;-10614.1331166;6383.81332155;3189.29769762;388.314822189;2481.46237646;-1946.22209134;2229.61998433;508.961122025;1.0
1748;-13514.874403;-6975.31337291;13370.3425921;4115.12357289;-1530.9594255;2067.67368884;3131.04053837;1540.15459013;-461.082132763;3781.70076016;-3449.04469827;1344.8609496;0.0
865;-1743.60265341;-7960.96900979;-9914.74464986;11983.4168532;4997.94050199;-7222.07135262;-3575.32673116;-1443.09860835;2015.42428838;-7717.5662725;-1694.24851733;3203.98448173;1.0
805;-25151.1861871;21636.0049013;-27315.090047;-2508.30837527;-3330.19540972;-11406.1154944;-2497.52136389;-4291.13191984;10332.5241826;7558.4678761;9386.07853245;5588.00717273;1.0
1832;-2984.70048147;157.082523227;-23011.4601265;5528.24145108;2544.48307338;-3257.23111542;1538.40778261;4895.69012272;7210.27260386;-4251.26560928;-515.039086551;-1944.1408666;0.0
1109;-10446.5703657;-2790.1950453;-7650.197002;3239.69473644;1653.52789276;-3600.71703496;-993.038177152;116.737637398;-3876.44198867;2905.70357323;-4671.18436918;546.093766119;0.0
794;-21495.4705478;19270.9072032;-18625.0027132;-3772.35307256;-4923.58026609;-4281.84560117;1006.04478602;356.797258738;-1754.66351002;1356.81629837;7986.46852925;236.431080559;1.0
942;-24533.472979;25496.837993;6223.75945718;-8986.89024439;-9422.46097692;14125.5476774;2455.72216036;-141.07746373;-5168.80722871;-5210.5223571;-1503.31083828;-2751.89009904;1.0
866;-26312.3159986;-4434.15212696;9672.97814997;34.2464451941;-3572.31228135;1282.7512047;-290.218778897;-2719.28397552;-3083.16577561;-39.0454866789;4399.83697997;3311.49038157;1.0
754;7547.35765913;3363.21864797;-9453.47489583;1740.43800779;-433.842776594;2473.19369997;1786.7854896;-880.500814208;2129.05820956;-844.205941314;-1042.75760373;-2694.91086484;1.0
930;-7373.72922855;21524.4291429;-22530.496241;-16325.087262;-2080.65749514;14561.9896134;2694.51938096;3290.84037137;-4738.05468969;-2532.53041662;-1027.94162942;3303.33152202;1.0
1553;-7944.59064298;3075.67719571;8507.39372907;-8414.65186742;15728.5876332;-5042.11394332;4541.20392754;3274.19092913;-4085.06590243;5580.25220764;-388.850295895;323.927355055;0.0
918;-7427.32849332;173.259824822;-9440.33840829;4950.68638885;401.023918924;556.654998799;1474.09490445;826.089014884;-3607.69944058;-653.61812062;-1227.47497737;-3525.70569498;1.0
1740;-16418.9344127;2493.54927264;-17132.3095748;7738.98362654;2016.54940224;-7841.20218838;4391.0523671;5127.69567012;1203.77071764;-2224.27510207;-1141.96513893;-376.048117058;0.0
1935;-14355.1723854;-2862.59509025;-10392.9549828;1948.42621935;-107.919702746;2265.64090323;1578.79555374;3357.93238928;8469.54897104;-2118.3866714;-3754.01189226;5071.13973843;0.0
921;17245.3052251;-24329.7689388;16641.5091137;12435.0325486;5382.36253692;12145.083728;1786.38215534;-2943.03674877;578.532749626;2886.52816488;2131.4942064;-1283.95999795;1.0
818;-20669.2210926;-11702.5721886;736.871737774;10883.8821374;3096.93145292;9861.26986935;1535.20171216;-3054.43120161;-3204.17065983;19279.1650498;-2264.54226107;-9153.4120034;1.0
1733;-34162.0624002;-6067.62314306;26685.8282899;-3720.42569128;-5101.12031726;1608.16607419;1652.75073786;-496.005728753;1206.90757974;-1311.99064473;2981.41970837;-1401.12876202;0.0
935;-8238.33184433;-5968.6895001;-11779.7489623;6797.36522685;2044.14578815;6933.94966266;403.711348441;2245.07300944;-2301.60085845;-979.566475159;-420.529124747;-2910.96705648;1.0
1103;-30338.3844839;5547.43532665;7551.68661825;-5046.21433941;-5744.54523442;-6366.46245615;4144.27287814;3157.48600469;-5104.38538696;725.976161013;-1818.57936757;-1360.20014646;0.0
1817;22094.8590605;2180.86111143;-17784.2618209;-5548.92427896;-2609.58964581;-928.281270559;6023.82912126;3156.39184379;16568.2294642;2028.61693818;-3258.99136195;-369.800135244;0.0
800;29651.3445188;-15282.2436589;12710.0569939;7488.62718389;1785.38323194;-7941.86371156;-2943.65206763;-6984.96711064;-3520.19969704;4493.26443909;819.626412651;-1481.33123338;1.0
967;-4654.8514817;-8964.10437958;-14695.2550958;9883.87833206;4257.50154123;-3633.29642091;1317.08644624;3558.76574987;-339.924273524;-4974.4566373;3400.4036412;-220.338682589;1.0
968;-12705.3305199;6368.2369049;-18237.3295968;2106.76143417;-1240.92662681;-3870.41121349;1008.80489279;5369.75887992;951.048942634;558.034022622;-8414.2401035;4586.42905657;1.0
983;-2756.40142112;2553.41080905;19047.5781531;-5919.87341582;-5529.26044306;-1976.42483757;3671.97597462;-5824.01603418;8580.67765908;-1820.13976689;1528.24581517;-3077.97031973;0.0
894;6350.0599174;2619.4567066;-4802.14871316;-1370.95874759;3909.63822579;17709.4377216;235.495143527;148.034855385;-2115.76414615;1652.23825879;-2732.22966009;-7237.64267982;1.0
883;9679.13701244;-8731.6527706;1346.26477921;-2998.40239489;-2076.13766985;14484.723544;5225.62934989;-337.25668595;6239.21856222;-3878.88595373;1061.35458211;-847.738932927;1.0
1801;51542.6757873;23101.5836534;-14442.1340632;-21401.3723979;-4042.38601541;-6799.47661456;12710.7059888;8034.3187588;-948.233336402;5670.02827995;4436.30064372;-1606.46725812;0.0
1001;-17721.7411847;-4085.68569363;13539.2542193;-4572.90908265;-4085.15926608;-1857.92474935;1412.53071465;-5923.42656007;11943.1575765;-578.948227738;563.171506893;-832.422966295;0.0
1518;39632.6050214;32002.8095728;24119.7644059;-26272.0876158;-15873.4155481;-10058.2050838;-9177.59406205;-2160.23711081;-1856.42035163;-10997.3280472;-7481.38607036;-392.599418752;0.0
832;65437.3201761;-6077.5827574;23.8101268852;-12839.9051107;-3722.0711067;3666.75236529;4012.37445337;-153.065398736;6472.9850948;-4219.84125025;1411.76518873;10029.1685003;1.0
797;-18678.401783;23753.8179021;-23122.122876;-4687.55139838;-5048.06613181;-1749.64305101;3716.35638648;2250.1355912;-7190.1303181;5423.84829873;2667.3090937;1006.58892729;1.0
31;-14937.8398705;1046.24623122;12287.6604082;-14941.9025298;-12883.8439624;-8115.02500628;10426.4785789;3735.85370619;3814.34964818;-524.564321695;-813.066675607;1278.09979594;0.0
1610;4571.62183009;-13115.4659459;-3289.70214896;5500.49457912;5814.30479666;-5309.64093803;-1696.22167681;587.288826394;-4192.50743103;-7947.87599287;1515.72541347;-3655.49366197;0.0
903;-5096.64273098;-6682.30550941;-12724.9387903;4123.03823471;720.931680432;-2752.15642566;1688.97946499;2688.06917748;-1321.83987677;-4789.36318438;3193.59702596;5583.98763333;1.0
1925;-25329.5776221;913.403499725;10477.7986667;-3837.59307893;-4176.40433538;-6686.74018796;48.1236836216;-1462.65027752;3401.84929304;-94.6776947413;-1592.0787935;1237.83143293;0.0
871;6617.4184032;5986.88261863;6731.0216572;695.680443655;-1382.72395581;15871.4929968;158.427611957;-2873.59988361;-3909.5038431;-427.914319166;-2260.56567722;-162.355421909;1.0
827;15706.4954812;15118.611176;-15407.0803662;-4844.18453843;-1743.65254284;-8021.39885731;-6217.88666471;-5750.09028801;970.193616312;2544.8126345;-2662.87803961;2147.38261681;1.0
975;-47587.4179424;-4199.35643163;20250.7307799;-5708.26370885;-6398.07588487;-1015.57778369;4817.02149239;366.715217523;-975.256473571;1988.29490919;1221.9083151;3066.13474899;1.0
873;69166.195315;2173.45528836;18759.5438544;6697.78961836;1833.38405064;-15212.7987771;-18815.1126068;-21530.6199728;-6296.38380231;2040.31698782;5373.71743059;-7333.81507118;1.0
892;466.915154286;18689.8786761;-14638.491021;1155.01113473;139.018032879;9560.26121532;-379.198995971;-4163.89847135;515.522105287;2524.47693887;6617.04972929;-3838.50679111;1.0
898;2933.7665624;23126.3999236;-13117.676822;-8109.88336642;-5204.01173899;25330.5770281;-3112.13897877;-5520.01631798;-16226.3129238;-6350.60503778;3799.36299589;5492.79330464;1.0
1700;-10617.2683226;7884.21094391;-15679.7759906;1398.28363041;-1524.29008259;-5809.57822691;1243.95074395;4330.46940405;-3615.02186556;-4235.20677111;4997.71999896;-515.196675864;0.0
867;25522.2251277;-8602.77279783;1066.58801327;3734.97503351;499.017747711;-5588.51061794;-16.5862267473;-1736.90744888;-3138.21796655;2064.35900376;693.36445289;348.530967756;1.0
2019;-12793.9521928;-17468.0618393;5615.11329393;7114.14349892;2100.96140495;4235.02437675;3278.44326165;1988.40907992;3705.27657382;-811.161916574;3592.69159261;449.388622823;0.0
799;-19349.3654029;16526.5971598;-18858.5021131;-2456.97268379;-4176.41129794;-6401.66999474;761.663818224;1997.26533574;-650.144094412;10285.9836089;3247.31075829;4996.34757483;1.0
1759;-17127.0614346;4527.11182324;-3854.91193077;-3818.12448636;-4426.80520048;-4856.78506104;6662.59567666;2617.40729955;8156.17651753;2115.93394898;-3842.90710125;-1456.41508805;0.0
1702;-12814.3997079;-4927.56797332;9436.81614509;-2629.90385109;-3654.50115091;1480.38931019;1611.82307587;-1027.37812718;2592.19404167;-1601.97643482;2467.00315403;-1068.31010477;0.0
1003;1537.08324153;414.548264012;11124.2759229;-10713.1885437;-7699.00894265;2794.70384591;3703.75320487;-152.210782878;10220.5883539;-8098.38293577;-5474.19416247;-6562.98171571;0.0
